Removed Pin From Net: NetName=VDD_12P0 Pin=C22-2
Removed Pin From Net: NetName=VDD_12P0 Pin=C50-1
Removed Pin From Net: NetName=VDD_12P0 Pin=D1-2
Removed Pin From Net: NetName=V_In_Cap Pin=FB1-1
Removed Pin From Net: NetName=VDD_12P0 Pin=FB3-1
Removed Pin From Net: NetName=VDD_12P0 Pin=IC7-11
Removed Pin From Net: NetName=P_GND Pin=L3-3
Removed Pin From Net: NetName=INB- Pin=Q3-3
Removed Pin From Net: NetName=VDD_12P0 Pin=R8-1
Removed Pin From Net: NetName=VDD_12P0 Pin=R23-1
Removed Pin From Net: NetName=INB- Pin=SW1-1
Change Component Comment : Designator=R34 Old Comment=1k New Comment=10k
Change Component Comment : Designator=R37 Old Comment=1k New Comment=47k
Change Component Comment : Designator=C8 Old Comment=22uF New Comment=10uF
Change Component Comment : Designator=C9 Old Comment=22uF New Comment=10uF
Change Component Comment : Designator=L2 Old Comment=HCM1A1307V2-220-R New Comment=
Change Component Designator: OldDesignator=C1 NewDesignator=C38
Change Component Designator: OldDesignator=C2 NewDesignator=C39
Change Component Designator: OldDesignator=C3 NewDesignator=C40
Change Component Designator: OldDesignator=C4 NewDesignator=C41
Change Component Designator: OldDesignator=C5 NewDesignator=C42
Change Component Designator: OldDesignator=C6 NewDesignator=C43
Change Component Designator: OldDesignator=C7 NewDesignator=C44
Change Component Designator: OldDesignator=C8 NewDesignator=C45
Change Component Designator: OldDesignator=C9 NewDesignator=C46
Change Component Designator: OldDesignator=C10 NewDesignator=C47
Change Component Designator: OldDesignator=C11 NewDesignator=C48
Change Component Designator: OldDesignator=C12 NewDesignator=C49
Change Component Designator: OldDesignator=C13 NewDesignator=C50
Change Component Designator: OldDesignator=C14 NewDesignator=C51
Change Component Designator: OldDesignator=C15 NewDesignator=C52
Change Component Designator: OldDesignator=C16 NewDesignator=C53
Change Component Designator: OldDesignator=C17 NewDesignator=C54
Change Component Designator: OldDesignator=C18 NewDesignator=C55
Change Component Designator: OldDesignator=C19 NewDesignator=C56
Change Component Designator: OldDesignator=C20 NewDesignator=C57
Change Component Designator: OldDesignator=C21 NewDesignator=C58
Change Component Designator: OldDesignator=C22 NewDesignator=C59
Change Component Designator: OldDesignator=C23 NewDesignator=C1
Change Component Designator: OldDesignator=C24 NewDesignator=C2
Change Component Designator: OldDesignator=C25 NewDesignator=C3
Change Component Designator: OldDesignator=C26 NewDesignator=C4
Change Component Designator: OldDesignator=C27 NewDesignator=C5
Change Component Designator: OldDesignator=C28 NewDesignator=C6
Change Component Designator: OldDesignator=C29 NewDesignator=C7
Change Component Designator: OldDesignator=C30 NewDesignator=C8
Change Component Designator: OldDesignator=C31 NewDesignator=C9
Change Component Designator: OldDesignator=C32 NewDesignator=C10
Change Component Designator: OldDesignator=C33 NewDesignator=C11
Change Component Designator: OldDesignator=C34 NewDesignator=C12
Change Component Designator: OldDesignator=C35 NewDesignator=C13
Change Component Designator: OldDesignator=C36 NewDesignator=C14
Change Component Designator: OldDesignator=C37 NewDesignator=C15
Change Component Designator: OldDesignator=C38 NewDesignator=C16
Change Component Designator: OldDesignator=C39 NewDesignator=C17
Change Component Designator: OldDesignator=C40 NewDesignator=C18
Change Component Designator: OldDesignator=C41 NewDesignator=C19
Change Component Designator: OldDesignator=C42 NewDesignator=C20
Change Component Designator: OldDesignator=C43 NewDesignator=C21
Change Component Designator: OldDesignator=C44 NewDesignator=C22
Change Component Designator: OldDesignator=C45 NewDesignator=C23
Change Component Designator: OldDesignator=C46 NewDesignator=C24
Change Component Designator: OldDesignator=C47 NewDesignator=C25
Change Component Designator: OldDesignator=C48 NewDesignator=C26
Change Component Designator: OldDesignator=C49 NewDesignator=C27
Change Component Designator: OldDesignator=C50 NewDesignator=C28
Change Component Designator: OldDesignator=C51 NewDesignator=C30
Change Component Designator: OldDesignator=C52 NewDesignator=C31
Change Component Designator: OldDesignator=C53 NewDesignator=C32
Change Component Designator: OldDesignator=C54 NewDesignator=C33
Change Component Designator: OldDesignator=C55 NewDesignator=C34
Change Component Designator: OldDesignator=C56 NewDesignator=C35
Change Component Designator: OldDesignator=C57 NewDesignator=C36
Change Component Designator: OldDesignator=C58 NewDesignator=C37
Change Component Designator: OldDesignator=D1 NewDesignator=D24
Change Component Designator: OldDesignator=D2 NewDesignator=D25
